id_transacao,data_transacao,valor,operacao,banco_origem,cpf_origem,codigo_agencia_origem,id_conta_origem,conta_completa,id_conta,id_conta,descricao,created_at
02220343245413853402954954,2024-02-03 22:43:54,87288.59,transferencia,1,56272199040,5831,25458-9,5831-25458-9,22502867,572,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02070352245413894380573982,2024-02-03 07:52:54,33830.63,transferencia,1,7599080104,9831,99585-0,9831-99585-0,96296633,1130,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02140357244461386713375162,2024-02-03 14:57:44,34937.74,transferencia,1,36135820311,8316,35917-9,8316-35917-9,80728547,103,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02070316240108294636755697,2024-02-03 07:16:01,40609.7,transferencia,1,42276322268,9280,34816-8,9280-34816-8,97331933,1237,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02070316245444573774698998,2024-02-03 07:16:54,68863.18,transferencia,1,34332610164,7544,55708-7,7544-55708-7,55483577,596,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02020323242333714469137613,2024-02-03 02:23:23,34127.65,transferencia,1,7634543110,1733,30824-9,1733-30824-9,18959477,351,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02020332242196088831892077,2024-02-03 02:32:21,14547.72,transferencia,1,29904525919,8069,72429-8,8069-72429-8,16788521,803,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02070330240873136096067910,2024-02-03 07:30:08,33058.72,transferencia,1,75465494778,3137,24879-0,3137-24879-0,55817390,26,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02100430243745579334744576,2024-02-04 10:30:37,16468.14,transferencia,1,28308399860,7554,81667-8,7554-81667-8,97409137,114,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02130444244837340954363473,2024-02-04 13:44:48,67460.17,transferencia,1,73603925009,4373,65809-6,4373-65809-6,12528463,1230,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02040413241553550928391330,2024-02-04 04:13:15,75980.43,transferencia,1,83983697283,5535,18393-0,5535-18393-0,31797774,553,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02220437243919035617547861,2024-02-04 22:37:39,54354.05,transferencia,1,79597509806,3091,21192-9,3091-21192-9,86015178,246,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02150405240424899786057242,2024-02-04 15:05:04,87886.59,transferencia,1,75265591249,9842,15530-9,9842-15530-9,31206894,166,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02110459241701421452385978,2024-02-04 11:59:17,70445.2,transferencia,1,57430323782,2410,86391-0,2410-86391-0,48257465,352,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02060441241024631818567160,2024-02-04 06:41:10,85262.75,transferencia,1,68649723489,3642,24911-3,3642-24911-3,16697766,355,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02230412243864941381035817,2024-02-04 23:12:38,96905.89,transferencia,1,93960450125,4946,16649-3,4946-16649-3,16069615,1202,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02210416240975744961758687,2024-02-04 21:16:09,65095.09,transferencia,1,14451852960,4757,25809-8,4757-25809-8,29269124,367,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02220404245074883752728568,2024-02-04 22:04:50,32906.62,transferencia,1,65229944021,8847,31305-2,8847-31305-2,22138251,531,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02200448243186497337588284,2024-02-04 20:48:31,34793.59,transferencia,1,4192186373,9468,22411-3,9468-22411-3,41230983,124,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02060423244126626506931438,2024-02-04 06:23:41,87367.94,transferencia,1,1539923363,2662,18095-9,2662-18095-9,16788521,803,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02080450240375293470592582,2024-02-04 08:50:03,82556.11,transferencia,1,40618735046,9257,30146-3,9257-30146-3,97506740,210,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02050538245544612979674283,2024-02-05 05:38:55,34025.58,transferencia,1,60807632651,1644,82066-8,1644-82066-8,10767842,1171,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02230544242069787127045571,2024-02-05 23:44:20,40250.22,transferencia,1,76359531097,8796,16655-9,8796-16655-9,77134583,97,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02100549245003467196696543,2024-02-05 10:49:50,48949.0,transferencia,1,82644164036,6430,54967-0,6430-54967-0,53993654,1166,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02180558242672626593081270,2024-02-05 18:58:26,92765.02,transferencia,1,50098376179,2627,20250-6,2627-20250-6,98562865,267,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02130558245806086463037996,2024-02-05 13:58:58,80887.43,transferencia,1,84026730905,8060,31673-8,8060-31673-8,21920858,599,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02140505242477224702261261,2024-02-05 14:05:24,81387.39,transferencia,1,21068898526,2277,17183-4,2277-17183-4,86851987,169,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02110512244405475310583711,2024-02-05 11:12:44,22539.3,transferencia,1,83526862672,7450,53510-5,7450-53510-5,66754167,35,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02100500243921652272668436,2024-02-05 10:00:39,50315.98,transferencia,1,48822710525,5612,48440-9,5612-48440-9,35447599,697,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02140506244813737436091835,2024-02-05 14:06:48,76997.04,transferencia,1,83494516707,3731,95199-3,3731-95199-3,31343837,326,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02160512245075211557955812,2024-02-05 16:12:50,68611.09,transferencia,1,8360903905,1257,15374-9,1257-15374-9,12593999,140,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02220525244881187435735030,2024-02-05 22:25:48,28497.06,transferencia,1,53991645238,8118,10894-8,8118-10894-8,27621753,287,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02170552243827949064261681,2024-02-05 17:52:38,13456.31,transferencia,1,32927862400,4972,33174-4,4972-33174-4,17716155,1177,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02220555240958117239031307,2024-02-05 22:55:09,74037.7,transferencia,1,1084908158,1185,85058-0,1185-85058-0,48036435,936,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02180513244295867705625846,2024-02-05 18:13:42,63184.58,transferencia,1,10189475234,6859,38896-7,6859-38896-7,10103235,638,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02200553241622066483551134,2024-02-05 20:53:16,28694.02,transferencia,1,43504608455,6022,75933-6,6022-75933-6,78230475,1082,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02190549242261389337886974,2024-02-05 19:49:22,38312.38,transferencia,1,50100951902,8316,68713-4,8316-68713-4,51347842,472,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02010553243299726443342245,2024-02-05 01:53:32,27078.66,transferencia,1,98429815171,2799,97962-9,2799-97962-9,69685669,382,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02090509244325723033937583,2024-02-05 09:09:43,81780.01,transferencia,1,20858513200,2752,16189-8,2752-16189-8,42903530,1195,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02110552241322711650843886,2024-02-05 11:52:13,25886.7,transferencia,1,2873166886,1722,40038-2,1722-40038-2,77869273,185,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02130629241561382524283111,2024-02-06 13:29:15,36650.01,transferencia,1,84236579227,8316,46196-2,8316-46196-2,37347134,1053,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02220659244914825535237077,2024-02-06 22:59:49,4412.36,transferencia,1,6056636291,2841,32533-4,2841-32533-4,72146678,379,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02190617240597896268224897,2024-02-06 19:17:05,15286.7,transferencia,1,99803130218,9879,54853-2,9879-54853-2,15640988,642,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02110603241078671773541510,2024-02-06 11:03:10,41412.29,transferencia,1,1104238365,7687,48390-3,7687-48390-3,23433419,406,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02160656243770336573232496,2024-02-06 16:56:37,7632.53,transferencia,1,11329855019,3307,86896-3,3307-86896-3,81622676,445,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02160644240830644660445626,2024-02-06 16:44:08,41197.97,transferencia,1,58194767512,4603,38784-7,4603-38784-7,89365865,81,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02230642245322356399998439,2024-02-06 23:42:53,54057.71,transferencia,1,24503479091,5322,34783-5,5322-34783-5,60686092,1224,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02220751240721534885456926,2024-02-07 22:51:07,81930.62,transferencia,1,5283130967,3512,94416-9,3512-94416-9,83157391,514,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02160726240212522207319809,2024-02-07 16:26:02,9766.57,transferencia,1,35105778332,2521,60102-2,2521-60102-2,60516941,28,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02220717241551272133423301,2024-02-07 22:17:15,89841.59,transferencia,1,74781460402,7215,78351-6,7215-78351-6,50031322,624,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02120703242995862651387039,2024-02-07 12:03:29,68994.1,transferencia,1,97084142630,6859,51941-8,6859-51941-8,12207060,884,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02040709241490482903848661,2024-02-07 04:09:14,85742.28,transferencia,1,77486370590,8409,62545-3,8409-62545-3,89091461,1098,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02100742240883812332413285,2024-02-07 10:42:08,66128.51,transferencia,1,25378863139,1838,95206-6,1838-95206-6,98296620,1233,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02070704240874750737572038,2024-02-07 07:04:08,77830.85,transferencia,1,5539974085,5747,93818-0,5747-93818-0,91729035,466,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02070810245249573084175357,2024-02-08 07:10:52,40126.73,transferencia,1,11885208227,7594,21323-0,7594-21323-0,73412327,16,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02230830243492597928839961,2024-02-08 23:30:34,71970.08,transferencia,1,59070351706,9529,91712-0,9529-91712-0,70025138,332,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02180801243935372945489298,2024-02-08 18:01:39,44138.9,transferencia,1,57388929339,7353,83435-2,7353-83435-2,87164566,356,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02090852244006088869412265,2024-02-08 09:52:40,14081.48,transferencia,1,86251755466,8060,44192-0,8060-44192-0,70232661,574,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02010859245890291666885008,2024-02-08 01:59:58,61029.01,transferencia,1,57733011566,9209,90893-3,9209-90893-3,18678230,38,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02020832242972626593082652,2024-02-08 02:32:29,4390.73,transferencia,1,80912840552,2627,62460-6,2627-62460-6,11626180,1209,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02070818242079343297493027,2024-02-08 07:18:20,55930.32,transferencia,1,23294969155,4397,70993-1,4397-70993-1,49764133,865,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02200850243314770708944063,2024-02-08 20:50:33,9933.25,transferencia,1,77916465957,7741,81132-4,7741-81132-4,74575117,239,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02120851245732158253461807,2024-02-08 12:51:57,81270.59,transferencia,1,52466541092,5123,14254-2,5123-14254-2,76598922,753,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02160843240191361188192371,2024-02-08 16:43:01,23602.28,transferencia,1,91569209979,6319,27756-6,6319-27756-6,28036027,345,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02200820245161388896155785,2024-02-08 20:20:51,66725.49,transferencia,1,15476379002,8316,44408-4,8316-44408-4,98265529,625,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02200830240408853521046587,2024-02-08 20:30:04,25302.41,transferencia,1,52880908310,5880,84660-0,5880-84660-0,53995738,405,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02170849243531931448651115,2024-02-08 17:49:35,21591.81,transferencia,1,17797014620,3913,67699-8,3913-67699-8,58068003,74,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02170841243562051759564491,2024-02-08 17:41:35,83381.15,transferencia,1,51594995559,5026,62793-6,5026-62793-6,53131238,780,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02010825242639542515152767,2024-02-08 01:25:26,82729.37,transferencia,1,72744599379,4593,21013-0,4593-21013-0,14637652,1062,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02180826240731933551578825,2024-02-08 18:26:07,57402.28,transferencia,1,2291416847,3913,47356-1,3913-47356-1,45537497,182,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02110816240899930824542129,2024-02-08 11:16:08,12257.65,transferencia,1,82015517375,3999,98589-1,3999-98589-1,34970308,1012,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02040809242339548169556932,2024-02-08 04:09:23,9237.94,transferencia,1,82797271165,4593,78205-6,4593-78205-6,17448247,832,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02230840245419159982765947,2024-02-08 23:40:54,17398.19,transferencia,1,51320620590,5191,43695-5,5191-43695-5,57767782,180,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02210856241563818897094305,2024-02-08 21:56:15,42282.89,transferencia,1,69316345936,1836,99311-5,1836-99311-5,82237712,786,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02130827240245579160465103,2024-02-08 13:27:02,66382.31,transferencia,1,31552688593,7554,45531-4,7554-45531-4,87656343,127,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02080941240749060684597741,2024-02-09 08:41:07,17588.07,transferencia,1,73652652053,6094,11464-3,6094-11464-3,53851194,878,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02210949241842927356665603,2024-02-09 21:49:18,5179.12,transferencia,1,68403721544,2924,70807-4,2924-70807-4,15506452,842,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02160949244931939630019618,2024-02-09 16:49:49,57401.33,transferencia,1,98027098084,3913,83659-0,3913-83659-0,60148407,183,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02210919240025728718722800,2024-02-09 21:19:00,63530.04,transferencia,1,79619132700,2752,29684-4,2752-29684-4,88044498,665,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02080955240191696486449472,2024-02-09 08:55:01,64859.97,transferencia,1,60606011463,9619,98503-8,9619-98503-8,11487083,674,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02060950245944578731476916,2024-02-09 06:50:59,8272.62,transferencia,1,28872298008,7544,81802-5,7544-81802-5,52999440,369,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02190948245067798592953708,2024-02-09 19:48:50,97082.73,transferencia,1,52548523721,9776,99215-8,9776-99215-8,16697766,355,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02130914242701425023599434,2024-02-09 13:14:27,23005.66,transferencia,1,2441750399,2410,84336-4,2410-84336-4,34747698,134,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02130958241875747176935642,2024-02-09 13:58:18,31914.01,transferencia,1,67230741220,4757,27166-3,4757-27166-3,10996386,293,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02100927241935375011064605,2024-02-09 10:27:19,83543.89,transferencia,1,90869671405,7353,95454-3,7353-95454-3,31579010,30,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02000925243419615525079097,2024-02-09 00:25:34,35213.14,transferencia,1,99582532599,1691,49959-6,1691-49959-6,36862613,696,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02130949245649317869964767,2024-02-09 13:49:56,37485.34,transferencia,1,48262425065,1394,29747-5,1394-29747-5,45214993,1084,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02230912244991690092963285,2024-02-09 23:12:49,77007.97,transferencia,1,68360032807,9619,65999-0,9619-65999-0,33037865,177,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02030935243819356267955433,2024-02-09 03:35:38,90889.7,transferencia,1,95073049675,5391,13744-5,5391-13744-5,91179203,670,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02230918244254164391328930,2024-02-09 23:18:42,72412.47,transferencia,1,22210760798,6145,87764-6,6145-87764-6,58540351,43,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02130928240763566872058578,2024-02-09 13:28:07,61914.57,transferencia,1,3986972307,6536,10308-5,6536-10308-5,43018218,737,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02071006243075297320362533,2024-02-10 07:06:30,81296.26,transferencia,1,80187741379,9257,43225-6,9257-43225-6,99414559,280,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02141043243403457605186788,2024-02-10 14:43:34,72439.93,transferencia,1,13897872498,5430,38714-4,5430-38714-4,99414559,280,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02081019241622716694319658,2024-02-10 08:19:16,48426.53,transferencia,1,30575034971,1722,88477-8,1722-88477-8,36556319,432,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02031000245646769094518507,2024-02-10 03:00:56,76616.48,transferencia,1,77059292527,6764,82060-9,6764-82060-9,74833468,485,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02211015241022189191257412,2024-02-10 21:15:10,30224.34,transferencia,1,88086471535,8122,37212-1,8122-37212-1,13953310,1045,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02111018245949316655238162,2024-02-10 11:18:59,70095.27,transferencia,1,15885589240,1394,28458-6,1394-28458-6,27550618,1107,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02201014243526831322974887,2024-02-10 20:14:35,53207.41,transferencia,1,71801810648,3862,26479-9,3862-26479-9,91939357,545,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02001056245610813501022595,2024-02-10 00:56:56,24506.25,transferencia,1,52498722718,1801,54854-7,1801-54854-7,66680533,137,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02161056245123867717385427,2024-02-10 16:56:51,75268.6,transferencia,1,75696004016,6832,31284-6,6832-31284-6,50299863,63,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02051006242174758533991067,2024-02-10 05:06:21,20769.18,transferencia,1,94817669934,5747,95834-8,5747-95834-8,86755219,741,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02181054240099721461651777,2024-02-10 18:54:00,25344.74,transferencia,1,504620088,2799,51742-7,2799-51742-7,54314842,937,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02221028245525727371889789,2024-02-10 22:28:55,59854.76,transferencia,1,776552490,2752,30707-1,2752-30707-1,85513912,57,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02071025243430146622923465,2024-02-10 07:25:34,51201.28,transferencia,1,57313042701,4103,94064-4,4103-94064-4,30658585,528,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02191023240607612894126839,2024-02-10 19:23:06,29618.0,transferencia,1,12903579601,1670,11761-2,1670-11761-2,96662893,1089,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02081005240627949219913594,2024-02-10 08:05:06,75877.89,transferencia,1,76854579112,4972,84164-4,4972-84164-4,28153701,908,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02231015244699933571617647,2024-02-10 23:15:46,49580.9,transferencia,1,55541346100,3999,23313-3,3999-23313-3,80646239,1127,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02221053240013852073193053,2024-02-10 22:53:00,68899.8,transferencia,1,3986087761,5831,83867-2,5831-83867-2,20248868,20,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02211007241734298679362641,2024-02-10 21:07:17,6633.91,transferencia,1,65173625252,9243,61354-4,9243-61354-4,70025138,332,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02181050240017942433466022,2024-02-10 18:50:00,14439.66,transferencia,1,44849278027,4971,29715-5,4971-29715-5,79164260,1145,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02171127242026629233129918,2024-02-11 17:27:20,90289.76,transferencia,1,18499887902,2662,64160-9,2662-64160-9,91154743,1033,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02211154244190291721668819,2024-02-11 21:54:41,70357.77,transferencia,1,58099234707,9209,57845-9,9209-57845-9,50893447,503,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02221149240222650993011946,2024-02-11 22:49:02,86645.87,transferencia,1,43728101214,5622,75016-8,5622-75016-8,61505306,718,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02221102240115849707324826,2024-02-11 22:02:01,17201.46,transferencia,1,98714611511,4851,62932-8,4851-62932-8,74083494,684,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02081129243717915049147699,2024-02-11 08:29:37,35479.88,transferencia,1,87463788121,1971,46359-1,1971-46359-1,19753797,676,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02121106243750417529488597,2024-02-11 12:06:37,44544.85,transferencia,1,4078715273,1405,44683-9,1405-44683-9,68155333,307,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02091144242082549377095685,2024-02-11 09:44:20,84053.78,transferencia,1,70448797801,4528,84366-1,4528-84366-1,27550618,1107,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02011103240116085953832123,2024-02-11 01:03:01,13084.68,transferencia,1,17005796659,8061,79928-8,8061-79928-8,85653426,1001,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02041124240486496153477539,2024-02-11 04:24:04,55770.7,transferencia,1,786931019,9468,10344-5,9468-10344-5,75320544,48,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02061103245681121476362357,2024-02-11 06:03:56,94158.72,transferencia,1,39134231765,2118,47888-9,2118-47888-9,14504087,467,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02181255242426625603027343,2024-02-12 18:55:24,45031.16,transferencia,1,38734150897,2662,74581-1,2662-74581-1,13288524,1144,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02061205245974756517534470,2024-02-12 06:05:59,40256.33,transferencia,1,63039112775,5747,36312-1,5747-36312-1,41385480,461,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02061230240575210401494231,2024-02-12 06:30:05,27732.04,transferencia,1,2587800102,1257,52037-8,1257-52037-8,35876875,1148,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02201243243753326514861056,2024-02-12 20:43:37,17011.55,transferencia,1,39287075905,2335,83854-3,2335-83854-3,77869273,185,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02021255243992597406885790,2024-02-12 02:55:39,55977.1,transferencia,1,76790126015,9529,49344-0,9529-49344-0,87832640,567,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02111219243144469509938265,2024-02-12 11:19:31,56093.57,transferencia,1,46921383350,6444,17411-9,6444-17411-9,73695246,521,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02221247241662052648534932,2024-02-12 22:47:16,95198.1,transferencia,1,18642242400,5026,61372-3,5026-61372-3,99237139,539,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
02131257244547448933331965,2024-02-12 13:57:45,66277.23,transferencia,1,16031935023,4474,35944-9,4474-35944-9,87290137,1213,Transferências recebidas (entrada) - mov_transferencias_recebidas.csv,2025-08-25 18:24:27.839820
